step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
0,1,"(0, 1)","(3, 3)","(0, -1)",,"(3, 1)","(0, -1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",,"(4, 1)",,,"(3, 0):empty;(4, 0):empty"
1,5,interact,"(3, 3)","(0, 1)",,"(4, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",onion,"(5, 1)",,,"(3, 0):empty;(4, 0):empty"
2,5,interact,"(3, 3)","(0, 1)",onion,"(5, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",onion,"(6, 1)",,,"(3, 0):empty;(4, 0):empty"
3,3,"(-1, 0)","(3, 3)","(0, 1)",onion,"(6, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(2, 3)",onion,"(6, 2)",,,"(3, 0):empty;(4, 0):empty"
4,3,"(-1, 0)","(2, 3)","(-1, 0)",onion,"(6, 2)","(0, 1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 3)",onion,"(6, 3)",,,"(3, 0):empty;(4, 0):empty"
5,3,"(-1, 0)","(1, 3)","(-1, 0)",onion,"(6, 3)","(0, 1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 3)",onion,"(5, 3)",,,"(3, 0):empty;(4, 0):empty"
6,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(5, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 2)",onion,"(4, 3)",,,"(3, 0):empty;(4, 0):empty"
7,2,"(1, 0)","(1, 2)","(0, -1)",onion,"(4, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 2)",onion,"(4, 3)",,,"(3, 0):empty;(4, 0):empty"
8,0,"(0, -1)","(1, 2)","(1, 0)",onion,"(4, 3)","(0, 1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,5,interact,0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 1)",onion,"(4, 3)",onion,,"(3, 0):empty;(4, 0):empty"
9,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(4, 3)","(0, 1)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(2, 1)",onion,"(3, 3)",onion,,"(3, 0):empty;(4, 0):empty"
10,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 1)",onion,"(2, 3)",onion,,"(3, 0):empty;(4, 0):empty"
11,2,"(1, 0)","(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(4, 1)",onion,"(1, 3)",onion,,"(3, 0):empty;(4, 0):empty"
12,0,"(0, -1)","(4, 1)","(1, 0)",onion,"(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(4, 1)",onion,"(1, 2)",onion,,"(3, 0):empty;(4, 0):empty"
13,0,"(0, -1)","(4, 1)","(0, -1)",onion,"(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(4, 1)",onion,"(1, 1)",onion,,"(3, 0):empty;(4, 0):empty"
14,0,"(0, -1)","(4, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(4, 1)",onion,"(2, 1)",onion,,"(3, 0):empty;(4, 0):empty"
15,5,interact,"(4, 1)","(0, -1)",onion,"(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",3.0,0.0,3.0,0.0,0.0,3.0,False,"(4, 1)",,"(3, 1)",onion,"(4, 0):soup('onion', 1, 0)","(3, 0):empty;(4, 0):soup('onion', 1, 0)"
16,5,interact,"(4, 1)","(0, -1)",,"(3, 1)","(1, 0)",onion,"(4, 0):soup('onion', 1, 0)","(3, 0):empty;(4, 0):soup('onion', 1, 0)",0.0,3.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,3.0,False,"(4, 1)",,"(3, 1)",onion,"(4, 0):soup('onion', 1, 0)","(3, 0):empty;(4, 0):soup('onion', 1, 0)"
17,5,interact,"(4, 1)","(0, -1)",,"(3, 1)","(0, -1)",onion,"(4, 0):soup('onion', 1, 0)","(3, 0):empty;(4, 0):soup('onion', 1, 0)",0.0,3.0,5,interact,3.0,0.0,3.0,0.0,0.0,6.0,False,"(4, 1)",,"(3, 1)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)"
18,1,"(0, 1)","(4, 1)","(0, -1)",,"(3, 1)","(0, -1)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)",0.0,6.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(4, 1)",,"(2, 1)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)"
19,2,"(1, 0)","(4, 1)","(0, 1)",,"(2, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)",0.0,6.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(5, 1)",,"(1, 1)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)"
20,1,"(0, 1)","(5, 1)","(1, 0)",,"(1, 1)","(-1, 0)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)",0.0,6.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,6.0,False,"(5, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):soup('onion', 1, 0)"
