step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
0,1,"(0, 1)","(3, 3)","(0, -1)",,"(3, 1)","(0, -1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",,"(4, 1)",,,"(3, 0):empty;(4, 0):empty"
1,5,interact,"(3, 3)","(0, 1)",,"(4, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",onion,"(5, 1)",,,"(3, 0):empty;(4, 0):empty"
2,0,"(0, -1)","(3, 3)","(0, 1)",onion,"(5, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",onion,"(6, 1)",,,"(3, 0):empty;(4, 0):empty"
3,5,interact,"(3, 3)","(0, -1)",onion,"(6, 1)","(1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",,"(6, 2)",,"(3, 2):onion","(3, 0):empty;(4, 0):empty"
4,5,interact,"(3, 3)","(0, -1)",,"(6, 2)","(0, 1)",,"(3, 2):onion","(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 3)",onion,"(6, 3)",,,"(3, 0):empty;(4, 0):empty"
5,3,"(-1, 0)","(3, 3)","(0, -1)",onion,"(6, 3)","(0, 1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(2, 3)",onion,"(5, 3)",,,"(3, 0):empty;(4, 0):empty"
6,3,"(-1, 0)","(2, 3)","(-1, 0)",onion,"(5, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 3)",onion,"(4, 3)",,,"(3, 0):empty;(4, 0):empty"
7,3,"(-1, 0)","(1, 3)","(-1, 0)",onion,"(4, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 3)",onion,"(3, 3)",,,"(3, 0):empty;(4, 0):empty"
8,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 2)",onion,"(2, 3)",,,"(3, 0):empty;(4, 0):empty"
9,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(2, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(1, 1)",onion,"(1, 3)",,,"(3, 0):empty;(4, 0):empty"
10,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(1, 3)","(-1, 0)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(2, 1)",onion,"(1, 2)",,,"(3, 0):empty;(4, 0):empty"
11,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(1, 2)","(0, -1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,4,"(0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 1)",onion,"(1, 2)",,,"(3, 0):empty;(4, 0):empty"
12,0,"(0, -1)","(3, 1)","(1, 0)",onion,"(1, 2)","(0, -1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,0,"(0, -1)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 1)",onion,"(1, 1)",,,"(3, 0):empty;(4, 0):empty"
13,5,interact,"(3, 1)","(0, -1)",onion,"(1, 1)","(0, -1)",,,"(3, 0):empty;(4, 0):empty",0.0,0.0,1,"(0, 1)",3.3564,0.0,3.0,0.3564,0.0,3.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
14,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 2)","(0, 1)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,3.0,3,"(-1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(2, 1)",,"(1, 2)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
15,2,"(1, 0)","(2, 1)","(-1, 0)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,3.0,5,interact,2.9964,0.0,3.0,-0.003600000000000003,0.0,6.0,False,"(3, 1)",,"(1, 2)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
16,2,"(1, 0)","(3, 1)","(1, 0)",,"(1, 2)","(-1, 0)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(4, 1)",,"(1, 1)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
17,2,"(1, 0)","(4, 1)","(1, 0)",,"(1, 1)","(0, -1)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(5, 1)",,"(2, 1)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
18,2,"(1, 0)","(5, 1)","(1, 0)",,"(2, 1)","(1, 0)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,0,"(0, -1)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(6, 1)",,"(2, 1)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
19,1,"(0, 1)","(6, 1)","(1, 0)",,"(2, 1)","(0, -1)",dish,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(6, 2)",,"(2, 1)",,"(2, 0):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
20,1,"(0, 1)","(6, 2)","(0, 1)",,"(2, 1)","(0, -1)",,"(2, 0):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty",0.0,6.0,2,"(1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,6.0,False,"(6, 3)",,"(3, 1)",,"(2, 0):dish;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 0):empty"
