step,ego_action,partner_action,sparse_delta,built_in,custom,total
1,"(0, 1)","(-1, 0)",0.0,0.0,0.0,0.0
2,interact,"(1, 0)",0.0,0.0,0.0,0.0
3,"(1, 0)","(-1, 0)",0.0,0.0,0.0,0.0
4,"(1, 0)","(1, 0)",0.0,0.0,0.0,0.0
5,"(1, 0)","(-1, 0)",0.0,0.0,0.0,0.0
6,"(0, -1)","(0, -1)",0.0,0.0,0.0,0.0
7,"(0, -1)","(0, 0)",0.0,0.0,0.0,0.0
8,"(-1, 0)","(0, 0)",0.0,0.0,0.0,0.0
9,"(-1, 0)","(0, 1)",0.0,0.0,0.0,0.0
10,"(0, -1)","(1, 0)",0.0,0.0,0.0,0.0
11,interact,"(-1, 0)",0.0,3.0,1.4849999999999999,4.484999999999999
12,interact,"(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
13,"(0, 1)","(0, 1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
14,interact,"(-1, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
15,interact,interact,0.0,3.0,-0.015000000000000013,2.985
16,"(1, 0)","(0, 1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
17,"(1, 0)","(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
18,"(0, 1)","(0, 0)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
19,"(-1, 0)","(0, -1)",0.0,0.0,-0.015000000000000013,-0.015000000000000013
20,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
21,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
22,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
23,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
24,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
25,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
26,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
27,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
28,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
29,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
30,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
31,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
32,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
33,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
34,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
35,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
36,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
37,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
38,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
39,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
40,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
41,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
42,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
43,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
44,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
45,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
46,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
47,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
48,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
49,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
50,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
51,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
52,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
53,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
54,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
55,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
56,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
57,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
58,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
59,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
60,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
61,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
62,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
63,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
64,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
65,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
66,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
67,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
68,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
69,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
70,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
71,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
72,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
73,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
74,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
75,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
76,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
77,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
78,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
79,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
80,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
81,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
82,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
83,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
84,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
85,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
86,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
87,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
88,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
89,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
90,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
91,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
92,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
93,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
94,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
95,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
96,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
97,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
98,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
99,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
100,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
101,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
102,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
103,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
104,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
105,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
106,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
107,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
108,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
109,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
110,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
111,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
112,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
113,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
114,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
115,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
116,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
117,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
118,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
119,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
120,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
121,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
122,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
123,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
124,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
125,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
126,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
127,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
128,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
129,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
130,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
131,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
132,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
133,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
134,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
135,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
136,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
137,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
138,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
139,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
140,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
141,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
142,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
143,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
144,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
145,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
146,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
147,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
148,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
149,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
150,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
151,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
152,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
153,"(-1, 0)",interact,0.0,0.0,-0.015000000000000013,-0.015000000000000013
