step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
0,1,"(0, 1)","(3, 1)","(0, -1)",,"(1, 2)","(0, -1)",,,"(3, 0):empty;(4, 1):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 2)",,"(1, 2)",,,"(3, 0):empty;(4, 1):empty"
1,3,"(-1, 0)","(3, 2)","(0, 1)",,"(1, 2)","(-1, 0)",,,"(3, 0):empty;(4, 1):empty",0.0,0.0,5,interact,0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 2)",,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
2,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",0.0,0.0,2,"(1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 2)",,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
3,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",0.0,0.0,5,interact,0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):onion","(3, 0):empty;(4, 1):empty"
4,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(1, 0)",,"(2, 2):onion","(3, 0):empty;(4, 1):empty",0.0,0.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 2)",onion,"(1, 2)",,,"(3, 0):empty;(4, 1):empty"
5,0,"(0, -1)","(3, 2)","(-1, 0)",onion,"(1, 2)","(-1, 0)",,,"(3, 0):empty;(4, 1):empty",0.0,0.0,5,interact,0.0,0.0,0.0,0.0,0.0,0.0,False,"(3, 1)",onion,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
6,5,interact,"(3, 1)","(0, -1)",onion,"(1, 2)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",0.0,0.0,5,interact,3.3564,0.0,3.0,0.3564,0.0,3.0,False,"(3, 1)",,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
7,3,"(-1, 0)","(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,2,"(1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 1)",,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
8,1,"(0, 1)","(3, 1)","(-1, 0)",,"(1, 2)","(1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
9,3,"(-1, 0)","(3, 2)","(0, 1)",,"(1, 2)","(1, 0)",,"(2, 2):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,3,"(-1, 0)",-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
10,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(-1, 0)",,"(2, 2):onion;(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 2)",onion,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
11,0,"(0, -1)","(3, 2)","(-1, 0)",onion,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,5,interact,-0.003600000000000003,0.0,0.0,-0.003600000000000003,0.0,3.0,False,"(3, 1)",onion,"(1, 2)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty"
12,5,interact,"(3, 1)","(0, -1)",onion,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 1, 0)","(3, 0):soup('onion', 1, 0);(4, 1):empty",0.0,3.0,2,"(1, 0)",3.3528,0.0,3.0,0.35279999999999995,0.0,6.0,False,"(3, 1)",,"(1, 2)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
13,1,"(0, 1)","(3, 1)","(0, -1)",,"(1, 2)","(1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
14,3,"(-1, 0)","(3, 2)","(0, 1)",,"(1, 2)","(1, 0)",,"(2, 2):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,3,"(-1, 0)",-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 2)",,"(1, 2)",,"(2, 2):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
15,5,interact,"(3, 2)","(-1, 0)",,"(1, 2)","(-1, 0)",,"(2, 2):onion;(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 2)",onion,"(1, 2)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
16,0,"(0, -1)","(3, 2)","(-1, 0)",onion,"(1, 2)","(-1, 0)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty",0.0,6.0,5,interact,-0.007200000000000006,0.0,0.0,-0.007200000000000006,0.0,6.0,False,"(3, 1)",onion,"(1, 2)",onion,"(3, 0):soup('onion', 2, 0)","(3, 0):soup('onion', 2, 0);(4, 1):empty"
